,price,sentiment,sentiment_lag_1
2025-05-22,132.80589294433594,0.2943312270300729,0.19190574150819045
2025-05-23,131.26617431640625,0.15563916939276237,0.2943312270300729
2025-05-27,135.47540283203125,0.1668974304199219,0.15563916939276237
2025-05-28,134.78553771972656,0.27599067986011505,0.1668974304199219
2025-05-29,139.1647491455078,-0.07721210718154907,0.27599067986011505
2025-05-30,135.10548400878906,0.12398020029067994,-0.07721210718154907
2025-06-02,137.35507202148438,0.14233353237311044,0.12398020029067994
2025-06-03,141.19436645507812,0.06829931735992431,0.14233353237311044
2025-06-04,141.8942413330078,0.26354172825813293,0.06829931735992431
2025-06-05,139.964599609375,0.1781981885433197,0.26354172825813293
2025-06-06,141.69427490234375,0.22372277975082397,0.1781981885433197
2025-06-09,142.6041259765625,0.3023890554904938,0.22372277975082397
2025-06-10,143.9338836669922,0.37805653993900007,0.3023890554904938
2025-06-11,142.81399536132812,0.16928317546844482,0.37805653993900007
2025-06-12,144.98374938964844,0.005929732322692871,0.16928317546844482
2025-06-13,141.95408630371094,0.038362945119539894,0.005929732322692871
2025-06-16,144.6737823486328,0.12091655390603202,0.038362945119539894
2025-06-17,144.1038360595703,0.20432519296119953,0.12091655390603202
2025-06-18,145.46368408203125,0.3654591341813405,0.20432519296119953
2025-06-20,143.83387756347656,0.10047072873396032,0.3654591341813405
2025-06-23,144.15383911132812,0.25550033306253367,0.10047072873396032
2025-06-24,147.88340759277344,0.28957460820674896,0.25550033306253367
2025-06-25,154.29270935058594,0.2309880322880215,0.28957460820674896
2025-06-26,155.00262451171875,0.15838189919789633,0.2309880322880215
2025-06-27,157.73231506347656,-0.03036383878101002,0.15838189919789633
2025-06-30,157.97230529785156,-0.04642616957426071,-0.03036383878101002
2025-07-01,153.2828369140625,0.31394836164656137,-0.04642616957426071
2025-07-02,157.2323760986328,0.289025584092507,0.31394836164656137
2025-07-03,159.3221435546875,0.19584724448976062,0.289025584092507
2025-07-07,158.22227478027344,0.344040185213089,0.19584724448976062
2025-07-08,159.98207092285156,0.4120896905660629,0.344040185213089
2025-07-09,162.86175537109375,0.2772260407606761,0.4120896905660629
2025-07-10,164.0816192626953,0.24195950522142298,0.2772260407606761
2025-07-11,164.90151977539062,0.22042767625106008,0.24195950522142298
2025-07-14,164.05162048339844,0.191885762489759,0.22042767625106008
2025-07-15,170.6808624267578,0.30995050072669983,0.191885762489759
2025-07-16,171.35079956054688,0.1446095601372097,0.30995050072669983
2025-07-17,172.98062133789062,0.1048213541507721,0.1446095601372097
2025-07-18,172.39068603515625,0.0853741466999054,0.1048213541507721
2025-07-21,171.36080932617188,0.08032393455505371,0.0853741466999054
2025-07-22,167.01129150390625,0.2841818743738635,0.08032393455505371
2025-07-23,170.7608642578125,-0.09267530679702758,0.2841818743738635
2025-07-24,173.7205352783203,0.14588357572970184,-0.09267530679702758
2025-07-25,173.48056030273438,0.1500620756830488,0.14588357572970184
2025-07-28,176.73019409179688,0.056628718972206116,0.1500620756830488
2025-07-29,175.49032592773438,0.046117773181513735,0.056628718972206116
2025-07-30,179.2499237060547,0.4950133164723714,0.046117773181513735
2025-07-31,177.85006713867188,0.11383219559987386,0.4950133164723714
2025-08-01,173.70053100585938,0.18475002381536695,0.11383219559987386
2025-08-04,179.97982788085938,0.3160908591179621,0.18475002381536695
2025-08-05,178.24002075195312,0.1476132834658903,0.3160908591179621
2025-08-06,179.39988708496094,0.3531826308795384,0.1476132834658903
2025-08-07,180.749755859375,0.3010807416655801,0.3531826308795384
2025-08-08,182.6795196533203,0.18312211500273812,0.3010807416655801
2025-08-11,182.0395965576172,0.22387671241393456,0.18312211500273812
2025-08-12,183.1394805908203,0.18963255936449225,0.22387671241393456
2025-08-13,181.5696563720703,0.003381041380075308,0.18963255936449225
2025-08-14,181.99960327148438,0.07689967480572787,0.003381041380075308
2025-08-15,180.42977905273438,0.44817324118180707,0.07689967480572787
2025-08-18,181.98959350585938,-0.05444249400386104,0.44817324118180707
2025-08-19,175.6203155517578,0.16483587622642518,-0.05444249400386104
2025-08-20,175.38034057617188,0.1127092729915272,0.16483587622642518
2025-08-21,174.96038818359375,0.0769468979402022,0.1127092729915272
2025-08-22,177.97006225585938,0.3296509742736816,0.0769468979402022
2025-08-25,179.78985595703125,0.15687157958745956,0.3296509742736816
2025-08-26,181.7496337890625,0.126756869829618,0.15687157958745956
2025-08-27,181.57965087890625,0.1856216953860389,0.126756869829618
2025-08-28,180.14981079101562,0.24942551851272582,0.1856216953860389
2025-08-29,174.1604766845703,0.11235826430113419,0.24942551851272582
2025-09-02,170.7608642578125,0.19740245272131526,0.11235826430113419
2025-09-03,170.60089111328125,0.3629007840156555,0.19740245272131526
2025-09-04,171.64077758789062,0.1511827219616283,0.3629007840156555
2025-09-05,167.0012969970703,0.0685099340402163,0.1511827219616283
2025-09-08,168.2911376953125,0.15184868465770374,0.0685099340402163
2025-09-09,170.74085998535156,0.075567749413577,0.15184868465770374
2025-09-10,177.3101348876953,0.1328734975112112,0.075567749413577
2025-09-11,177.16014099121094,0.15980198553630284,0.1328734975112112
2025-09-12,177.8101043701172,0.2169369251831718,0.15980198553630284
2025-09-15,177.74009704589844,0.25944137886950847,0.2169369251831718
2025-09-16,174.87026977539062,0.20073496473246608,0.25944137886950847
2025-09-17,170.280517578125,0.23648923209735326,0.20073496473246608
2025-09-18,176.23019409179688,0.22075791358947755,0.23648923209735326
2025-09-19,176.66015625,0.16530693372090657,0.22075791358947755
2025-09-22,183.5997772216797,0.07965797185897827,0.16530693372090657
2025-09-23,178.42005920410156,0.00591241717338562,0.07965797185897827
2025-09-24,176.96014404296875,0.16273232606741098,0.00591241717338562
2025-09-25,177.68011474609375,0.34277596573034924,0.16273232606741098
2025-09-26,178.18008422851562,-0.29028366912495007,0.34277596573034924
2025-09-29,181.8398895263672,0.12196306671415057,-0.29028366912495007
2025-09-30,186.56961059570312,0.21962922184090866,0.12196306671415057
2025-10-01,187.22958374023438,0.14524656793345575,0.21962922184090866
2025-10-02,188.87948608398438,0.193636220235091,0.14524656793345575
2025-10-03,187.6095428466797,0.1662490487098694,0.193636220235091
2025-10-06,185.5296630859375,0.20859581530094146,0.1662490487098694
2025-10-07,185.02969360351562,0.07827882333235307,0.20859581530094146
2025-10-08,189.09947204589844,0.359612876954286,0.07827882333235307
2025-10-09,192.5592803955078,0.20789788663387299,0.359612876954286
2025-10-10,183.14981079101562,-0.11878785720238319,0.20789788663387299
2025-10-13,188.3095245361328,0.08914083242416382,-0.11878785720238319
2025-10-14,180.0199737548828,0.1270420926588553,0.08914083242416382
2025-10-15,179.8199920654297,0.06246895009073718,0.1270420926588553
2025-10-16,181.7998809814453,0.12471275925636291,0.06246895009073718
2025-10-17,183.20980834960938,0.1744403118888537,0.12471275925636291
2025-10-20,182.6298370361328,0.0929793213543139,0.1744403118888537
2025-10-21,181.14991760253906,0.2999382257461548,0.0929793213543139
2025-10-22,180.26995849609375,0.005964362621307373,0.2999382257461548
2025-10-23,182.1498565673828,0.046888887882232666,0.005964362621307373
2025-10-24,186.24961853027344,0.20014724016189575,0.046888887882232666
2025-10-27,191.47933959960938,-0.02439911024911063,0.20014724016189575
2025-10-28,201.01881408691406,0.2128681888182958,-0.02439911024911063
2025-10-29,207.02847290039062,0.09173392823764256,0.2128681888182958
2025-10-30,202.8787078857422,0.16630099415779115,0.09173392823764256
2025-10-31,202.47872924804688,0.13938368691338432,0.16630099415779115
2025-11-03,206.8684844970703,0.18727846278084648,0.13938368691338432
2025-11-04,198.67893981933594,0.06945063352584839,0.18727846278084648
2025-11-05,195.1991424560547,0.17763782824788774,0.06945063352584839
2025-11-06,188.0695343017578,0.0965169303947025,0.17763782824788774
2025-11-07,188.1395263671875,0.3610525615513325,0.0965169303947025
2025-11-10,199.03892517089844,-0.03986683644746479,0.3610525615513325
2025-11-11,193.1492462158203,0.06506895560484666,-0.03986683644746479
2025-11-12,193.78921508789062,0.007436901330947876,0.06506895560484666
2025-11-13,186.84959411621094,0.00493319829305013,0.007436901330947876
2025-11-14,190.15940856933594,0.11983293720654078,0.00493319829305013
2025-11-17,186.58961486816406,0.19130227657464835,0.11983293720654078
2025-11-18,181.3498992919922,0.11184407472610473,0.19130227657464835
2025-11-19,186.50961303710938,0.07428402702013652,0.11184407472610473
2025-11-20,180.62994384765625,0.09066597725215711,0.07428402702013652
2025-11-21,178.8700408935547,-0.07797063887119293,0.09066597725215711
2025-11-24,182.5398406982422,0.1302178272834191,-0.07797063887119293
2025-11-25,177.8101043701172,0.07423838843470035,0.1302178272834191
2025-11-26,180.2499542236328,0.3326019883155823,0.07423838843470035
2025-11-28,176.99014282226562,0.07487539623094641,0.3326019883155823
2025-12-01,179.9099884033203,0.17870289300169265,0.07487539623094641
2025-12-02,181.4499053955078,0.0041274891959296334,0.17870289300169265
2025-12-03,179.5800018310547,0.30241266705773096,0.0041274891959296334
2025-12-04,183.3800048828125,0.19564822842093074,0.30241266705773096
2025-12-05,182.41000366210938,0.17816108465194702,0.19564822842093074
2025-12-08,185.5500030517578,0.35138897101084393,0.17816108465194702
2025-12-09,184.97000122070312,-0.0262759648836576,0.35138897101084393
2025-12-10,183.77999877929688,0.1410693128903707,-0.0262759648836576
2025-12-11,180.92999267578125,0.09483130441771613,0.1410693128903707
2025-12-12,175.02000427246094,0.14022649990187752,0.09483130441771613
2025-12-15,176.2899932861328,0.2910397261381149,0.14022649990187752
2025-12-16,177.72000122070312,0.19246924840486968,0.2910397261381149
2025-12-17,170.94000244140625,0.183131734530131,0.19246924840486968
2025-12-18,174.13999938964844,-0.05518860902105059,0.183131734530131
2025-12-19,180.99000549316406,0.21391859540232905,-0.05518860902105059
2025-12-22,183.69000244140625,0.2866259191347205,0.21391859540232905
2025-12-23,189.2100067138672,-0.0787291705608368,0.2866259191347205
2025-12-24,188.61000061035156,0.16871790647506713,-0.0787291705608368
2025-12-26,190.52999877929688,0.15251464735377918,0.16871790647506713
2025-12-29,188.22000122070312,-0.027913050651550295,0.15251464735377918
2025-12-30,187.5399932861328,0.051512837409973145,-0.027913050651550295
2025-12-31,186.5,0.2267504713752053,0.051512837409973145
2026-01-02,188.85000610351562,0.25468071148945737,0.2267504713752053
2026-01-05,188.1199951171875,0.040471337058327415,0.25468071148945737
2026-01-06,187.24000549316406,0.2535536976960989,0.040471337058327415
2026-01-07,189.11000061035156,0.16781805753707885,0.2535536976960989
2026-01-08,185.0399932861328,0.0049414436022440595,0.16781805753707885
2026-01-09,184.86000061035156,0.3281546890735626,0.0049414436022440595
2026-01-12,184.94000244140625,0.24801234602928163,0.3281546890735626
2026-01-13,185.80999755859375,0.11677588386969133,0.24801234602928163
2026-01-14,183.13999938964844,0.25759814106501067,0.11677588386969133
2026-01-15,187.0500030517578,0.21728853802931936,0.25759814106501067
2026-01-16,186.22999572753906,0.3198695412048927,0.21728853802931936
2026-01-20,178.07000732421875,0.12905085545319778,0.3198695412048927
2026-01-21,183.32000732421875,0.0035131119546436126,0.12905085545319778
2026-01-22,184.83999633789062,0.16781805753707885,0.0035131119546436126
2026-01-23,187.6699981689453,0.05935796101888021,0.16781805753707885
2026-01-26,186.47000122070312,0.15008062762873514,0.05935796101888021
2026-01-27,188.52000427246094,0.29832244461232965,0.15008062762873514
2026-01-28,191.52000427246094,0.10985595385233561,0.29832244461232965
2026-01-29,192.50999450683594,0.23183084527651468,0.10985595385233561
2026-01-30,191.1300048828125,-0.06886089931834828,0.23183084527651468
2026-02-02,185.61000061035156,0.19475583819782033,-0.06886089931834828
2026-02-03,180.33999633789062,0.21625474743221118,0.19475583819782033
2026-02-04,174.19000244140625,0.16928317546844482,0.21625474743221118
2026-02-05,171.8800048828125,0.18727846278084648,0.16928317546844482
2026-02-06,185.41000366210938,0.3215155860652094,0.18727846278084648
2026-02-09,190.0399932861328,0.26251284642653033,0.3215155860652094
2026-02-10,188.5399932861328,0.36971695125103,0.26251284642653033
2026-02-11,190.0500030517578,0.23221984234723178,0.36971695125103
2026-02-12,186.94000244140625,0.06096298141138894,0.23221984234723178
2026-02-13,182.80999755859375,0.25468071148945737,0.06096298141138894
2026-02-17,184.97000122070312,0.11475438421422784,0.25468071148945737
2026-02-18,187.97999572753906,0.19654061864404118,0.11475438421422784
2026-02-19,187.89999389648438,0.08390902876853942,0.19654061864404118
2026-02-20,189.82000732421875,0.13204770339162727,0.08390902876853942
2026-02-23,191.5500030517578,0.22072328329086305,0.13204770339162727
2026-02-24,192.85000610351562,0.06506895560484666,0.22072328329086305
2026-02-25,195.55999755859375,0.2428213392986971,0.06506895560484666
